"","GEOID_tract","GEOID_msa"
"403","22019002100","29340"
"404","37151030100","24660"
"405","24043000400","25180"
"406","24043000301","25180"
"407","37159050500","16740"
"408","17197882900","16980"
"409","17197881115","16980"
"410","24047951400","41540"
"411","24510151200","12580"
"412","24510271200","12580"
"413","24510140100","12580"
"414","24510090600","12580"
"415","24510160801","12580"
"416","24510010300","12580"
"417","24510060300","12580"
"418","24510260203","12580"
"419","24510270701","12580"
"420","24510090500","12580"
"421","24510190300","12580"
"422","24510130100","12580"
"423","24510120400","12580"
"424","37183053422","39580"
"425","37183051000","39580"
"426","37183050700","39580"
"427","23001020900","30340"
"428","48085031643","19100"
"429","48085032008","19100"
"430","48085032012","19100"
"431","48085031715","19100"
"432","47149041700","34980"
"433","17037001500","16980"
"434","26045020103","29620"
"435","26045020402","29620"
"436","20079030300","48620"
"437","47157021612","32820"
"438","47157021725","32820"
"439","47157020651","32820"
"440","47157021352","32820"
"441","47157001400","32820"
"442","47157003000","32820"
"443","47157003800","32820"
"444","47157005000","32820"
"445","47157006600","32820"
"446","47157008000","32820"
"447","47157009700","32820"
"448","47157022024","32820"
"449","26065003302","29620"
"450","26065004000","29620"
"451","26065004100","29620"
"452","26067030300","24340"
"453","48121021301","19100"
"454","48121021635","19100"
"455","26075000200","27100"
"456","26075001300","27100"
"457","26077000500","28020"
"458","26077006102","28020"
"459","20177003604","45820"
"460","20177002100","45820"
"461","27045960400","40340"
"462","27045960600","40340"
"463","49011125502","36260"
"464","49011126600","36260"
"465","27027020400","22020"
"466","26081013900","24340"
"467","26081000100","24340"
"468","26081014703","24340"
"469","26081014300","24340"
"470","26081002100","24340"
"471","26081012703","24340"
"472","26081012902","24340"
"473","49035111500","41620"
"474","49035112201","41620"
"475","49035112608","41620"
"476","49035112501","41620"
"477","49035103400","41620"
"478","49035113309","41620"
"479","49035102900","41620"
"480","49035100500","41620"
"481","49035112700","41620"
"482","27025110100","33460"
"483","27039950200","40340"
"484","26121001200","34740"
"485","26121002100","34740"
"486","26139022001","24340"
"487","27053020303","33460"
"488","27053021505","33460"
"489","27053026713","33460"
"490","27053103400","33460"
"491","27053108700","33460"
"492","27053101900","33460"
"493","27053026816","33460"
"494","27053023802","33460"
"495","27053125800","33460"
"496","27053025403","33460"
"497","27053109400","33460"
"498","27053026206","33460"
"499","27053111400","33460"
"500","27053107600","33460"
"501","27053008300","33460"
"502","27053022801","33460"
"503","27053026510","33460"
"504","27053024801","33460"
"505","17031822400","16980"
"506","17031740100","16980"
"507","17031530501","16980"
"508","17031830300","16980"
"509","17031750300","16980"
"510","17031826303","16980"
"511","17031826500","16980"
"512","17031827801","16980"
"513","17031825900","16980"
"514","17031822601","16980"
"515","17031819900","16980"
"516","17031500200","16980"
"517","17031491400","16980"
"518","17031817900","16980"
"519","17031815800","16980"
"520","17031720300","16980"
"521","17031691400","16980"
"522","17031812801","16980"
"523","17031811000","16980"
"524","17031670100","16980"
"525","17031640800","16980"
"526","17031690400","16980"
"527","17031671200","16980"
"528","17031580200","16980"
"529","17031560400","16980"
"530","17031630300","16980"
"531","17031610400","16980"
"532","17031440700","16980"
"533","17031491200","16980"
"534","17031460200","16980"
"535","17031350400","16980"
"536","17031841200","16980"
"537","17031310400","16980"
"538","17031840800","16980"
"539","17031420300","16980"
"540","17031400500","16980"
"541","17031381500","16980"
"542","17031260900","16980"
"543","17031300800","16980"
"544","17031291200","16980"
"545","17031807900","16980"
"546","17031811600","16980"
"547","17031810000","16980"
"548","17031806201","16980"
"549","17031805801","16980"
"550","17031805111","16980"
"551","17031803400","16980"
"552","17031770901","16980"
"553","17031360200","16980"
"554","17031801300","16980"
"555","17031230800","16980"
"556","17031222900","16980"
"557","17031222800","16980"
"558","17031221600","16980"
"559","17031210800","16980"
"560","17031242400","16980"
"561","17031241100","16980"
"562","17031061200","16980"
"563","17031050300","16980"
"564","17031040300","16980"
"565","17031030400","16980"
"566","17031020400","16980"
"567","17031191000","16980"
"568","17031161000","16980"
"569","17031160800","16980"
"570","17031150600","16980"
"571","17031130300","16980"
"572","17031110200","16980"
"573","17031081500","16980"
"574","17031080400","16980"
"575","17031070700","16980"
"576","17043842400","16980"
"577","17043841504","16980"
"578","17043840801","16980"
"579","17043845100","16980"
"580","17043846310","16980"
"581","17043843900","16980"
"582","37035011401","25860"
"583","25001011300","12700"
"584","25001011500","12700"
"585","25001012102","12700"
"586","27003050111","33460"
"587","27003050710","33460"
"588","27003050808","33460"
"589","27003050811","33460"
"590","23005000100","38860"
"591","23005000500","38860"
"592","27013171202","31860"
"593","21019030300","26580"
"594","48145000800","47380"
"595","40047001402","21420"
"596","25009250100","14460"
"597","25009250500","14460"
"598","25009250900","14460"
"599","25009266300","14460"
"600","25009260100","14460"
"601","25009262100","14460"
"602","25009210700","14460"
"603","27019091202","33460"
"604","42013100400","11020"
"605","42013100700","11020"
"606","21043960400","26580"
"607","45003020801","12260"
"608","25025010405","14460"
"609","25025030100","14460"
"610","25025110502","14460"
"611","25025120600","14460"
"612","25025040401","14460"
"613","25025060700","14460"
"614","25025080500","14460"
"615","25025081200","14460"
"616","25025082000","14460"
"617","25025091900","14460"
"618","25025000302","14460"
"619","42011000100","39740"
"620","42011011702","39740"
"621","42011000400","39740"
"622","42011000800","39740"
"623","42011002300","39740"
"624","42011010902","39740"
"625","46103010300","39660"
"626","25023521101","14460"
"627","25023520201","14460"
"628","25023511200","14460"
"629","48009020300","48660"
"630","42017102600","37980"
"631","42017100306","37980"
"632","42017105010","37980"
"633","42017105012","37980"
"634","42017105810","37980"
"635","42017101505","37980"
"636","42017101503","37980"
"637","42017100206","37980"
"638","45015020202","16700"
"639","47037010401","34980"
"640","47037014300","34980"
"641","47037011002","34980"
"642","47037018203","34980"
"643","47037017902","34980"
"644","47037019109","34980"
"645","47037015200","34980"
"646","45019003700","16700"
"647","45019000200","16700"
"648","45019004000","16700"
"649","42021010801","27780"
"650","42021011000","27780"
"651","42025020700","10900"
"652","42027012500","44300"
"653","47073050700","28700"
"654","47073050800","28700"
"655","45031010100","22500"
"656","42029305700","37980"
"657","42029304000","37980"
"658","42029307400","37980"
"659","42029304405","37980"
"660","45035010100","16700"
"661","46099000406","43620"
"662","46099000600","43620"
"663","44001030100","39300"
"664","25003933300","38340"
"665","25003901100","38340"
"666","30009000200","13740"
"667","47093004300","28940"
"668","47093006700","28940"
"669","47093001800","28940"
"670","47093004200","28940"
"671","51087200409","40060"
"672","51760021000","40060"
"673","44003021600","39300"
"674","44003020101","39300"
"675","33011011300","31700"
"676","33011000300","31700"
"677","33011002300","31700"
"678","49005000800","30860"
"679","48245000900","13140"
"680","48245002300","13140"
"681","48245005600","13140"
"682","48245010200","13140"
"683","48245000600","13140"
"684","53005011300","28420"
"685","55069960900","48140"
"686","51003010100","16820"
"687","47125100100","17300"
"688","48251130700","19100"
"689","53011041206","38900"
"690","53011040412","38900"
"691","53011041323","38900"
"692","55089650102","33340"
"693","45051040300","34820"
"694","45051051000","34820"
"695","45051051301","34820"
"696","47163041900","28700"
"697","45057010600","16740"
"698","47165021103","34980"
"699","48037011700","45500"
"700","47179060100","27740"
"701","45063020505","17900"
"702","45063021020","17900"
"703","55105001800","27500"
"704","47187050305","34980"
"705","56021000800","16940"
"706","55117011200","43100"
"707","55117000500","43100"
"708","51059471401","47900"
"709","51059432500","47900"
"710","51059492300","47900"
"711","51059452400","47900"
"712","51059460900","47900"
"713","51059422403","47900"
"714","51059452102","47900"
"715","51059415100","47900"
"716","51059481702","47900"
"717","51059480503","47900"
"718","56025000501","16220"
"719","45079000500","17900"
"720","45079000200","17900"
"721","45079010411","17900"
"722","45083021500","43900"
"723","45083020500","43900"
"724","45083020701","43900"
"725","45085001300","44940"
"726","44005040800","39300"
"727","25011041000","44140"
"728","41067031703","38900"
"729","41067031100","38900"
"730","55131420200","33340"
"731","27103480600","31860"
"732","42041010500","25420"
"733","49057201301","36260"
"734","49057201200","36260"
"735","49057201600","36260"
"736","41003010300","18700"
"737","51097950400","40060"
"738","25013802400","44140"
"739","25013812300","44140"
"740","25013811000","44140"
"741","25013800101","44140"
"742","25013800900","44140"
"743","48055960102","12420"
"744","44007014100","39300"
"745","44007010200","39300"
"746","44007000400","39300"
"747","44007011800","39300"
"748","44007011100","39300"
"749","44007001200","39300"
"750","44007002300","39300"
"751","44007003200","39300"
"752","55133202600","33340"
"753","55133202902","33340"
"754","55133200103","33340"
"755","55133202700","33340"
"756","54029020700","48260"
"757","53071920802","47460"
"758","30013010700","24500"
"759","26021020100","35660"
"760","26021011000","35660"
"761","26021000500","35660"
"762","25017350400","14460"
"763","25017350900","14460"
"764","25017335301","14460"
"765","51125950300","16820"
"766","25017354700","14460"
"767","25017341600","14460"
"768","25017374500","14460"
"769","25017383300","14460"
"770","25017365202","14460"
"771","25017363104","14460"
"772","25017316201","14460"
"773","25017311300","14460"
"774","25017310400","14460"
"775","41029001200","32780"
"776","41029002600","32780"
"777","18021040200","45460"
"778","42055011200","16540"
"779","48157675000","26420"
"780","12083001900","36100"
"781","25021418004","14460"
"782","25021422700","14460"
"783","25021400700","14460"
"784","25021401000","14460"
"785","28049000301","27140"
"786","28049000400","27140"
"787","28049000900","27140"
"788","28049003700","27140"
"789","24003702500","12580"
"790","24003740601","12580"
"791","24003740104","12580"
"792","24003751000","12580"
"793","18095012000","26900"
"794","18095010300","26900"
"795","12001000400","23540"
"796","18109510300","26900"
"797","29077002600","44180"
"798","29077001800","44180"
"799","29077001000","44180"
"800","41043030903","10540"
"801","24005451200","12580"
"802","24005430900","12580"
"803","24005451401","12580"
"804","24005408502","12580"
"805","24005402404","12580"
"806","24005401505","12580"
"807","24005450400","12580"
"808","24005440200","12580"
"809","24005400100","12580"
"810","24005411307","12580"
"811","24005491202","12580"
"812","18089010900","16980"
"813","18089042704","16980"
"814","18089043201","16980"
"815","18089041002","16980"
"816","17097865300","16980"
"817","17097861202","16980"
"818","17097860301","16980"
"819","17097864305","16980"
"820","17097862603","16980"
"821","17097864410","16980"
"822","17097864515","16980"
"823","29095005300","28140"
"824","29095006700","28140"
"825","29095008200","28140"
"826","29095010105","28140"
"827","29095014601","28140"
"828","29095002200","28140"
"829","29095007900","28140"
"830","29095008100","28140"
"831","29095000700","28140"
"832","42071010400","29540"
"833","42071000400","29540"
"834","42071000900","29540"
"835","42071011200","29540"
"836","42077006600","10900"
"837","42077009200","10900"
"838","42077002000","10900"
"839","42077001600","10900"
"840","42077006800","10900"
"841","42079210800","42540"
"842","42079210400","42540"
"843","42079212000","42540"
"844","42079200400","42540"
"845","42079214500","42540"
"846","42079212300","42540"
"847","42081011100","48700"
"848","42081000800","48700"
"849","42085032200","49660"
"850","42091204500","37980"
"851","42091210600","37980"
"852","42091202000","37980"
"853","42091202602","37980"
"854","42091201501","37980"
"855","42091200902","37980"
"856","42091201100","37980"
"857","42091208801","37980"
"858","42091200908","37980"
"859","42091206400","37980"
"860","26093722500","19820"
"861","26093720100","19820"
"862","27163070105","33460"
"863","22055000602","29180"
"864","42095016100","10900"
"865","42095016300","10900"
"866","42095017501","10900"
"867","42095011100","10900"
"868","42095014700","10900"
"869","24033800519","47900"
"870","24033801408","47900"
"871","24033800210","47900"
"872","24033800102","47900"
"873","24033804101","47900"
"874","24033801908","47900"
"875","24033800209","47900"
"876","24033803527","47900"
"877","24033805904","47900"
"878","24033803606","47900"
"879","36005009200","35620"
"880","36005006400","35620"
"881","36005036501","35620"
"882","36005007900","35620"
"883","36005024700","35620"
"884","36005012101","35620"
"885","36005015700","35620"
"886","36005028100","35620"
"887","36005031600","35620"
"888","36005045800","35620"
"889","36005039000","35620"
"890","36005002702","35620"
"891","36005024100","35620"
"892","36005005200","35620"
"893","36005044901","35620"
"894","36005040701","35620"
"895","36005032400","35620"
"896","36005014900","35620"
"897","36005036902","35620"
"898","36005016400","35620"
"899","01113030200","17980"
"900","12009061002","37340"
"901","12009064123","37340"
"902","12009064400","37340"
"903","48039663200","26420"
"904","38017010307","22020"
"905","34019010900","35620"
"906","34019011900","35620"
"907","55049950100","31540"
"908","35013000800","29740"
"909","35013000104","29740"
"910","26161404300","11460"
"911","26161405500","11460"
"912","26161410400","11460"
"913","34021001800","45940"
"914","34021001402","45940"
"915","34021003602","45940"
"916","34021003902","45940"
"917","34021000200","45940"
"918","36047060600","35620"
"919","36047005602","35620"
"920","36047006600","35620"
"921","36047016900","35620"
"922","36047020500","35620"
"923","36047022800","35620"
"924","36047017400","35620"
"925","36047018000","35620"
"926","36047018400","35620"
"927","36047019500","35620"
"928","36047007600","35620"
"929","36047011200","35620"
"930","36047013900","35620"
"931","36047014000","35620"
"932","55059000400","16980"
"933","55059001100","16980"
"934","36047024400","35620"
"935","36047025100","35620"
"936","36047025901","35620"
"937","36047032100","35620"
"938","36047027600","35620"
"939","36047028300","35620"
"940","36047028501","35620"
"941","36047037100","35620"
"942","36047038500","35620"
"943","36047033500","35620"
"944","36047040100","35620"
"945","36047041401","35620"
"946","36047044700","35620"
"947","36047047400","35620"
"948","36047048900","35620"
"949","36047043400","35620"
"950","36047051800","35620"
"951","36047055700","35620"
"952","36047058200","35620"
"953","36047059800","35620"
"954","36047053900","35620"
"955","36047061200","35620"
"956","36047065200","35620"
"957","36047067400","35620"
"958","36047081400","35620"
"959","36047083000","35620"
"960","36047069800","35620"
"961","36047073800","35620"
"962","36047076600","35620"
"963","36047093800","35620"
"964","36047097000","35620"
"965","36047099000","35620"
"966","36047101400","35620"
"967","36047087800","35620"
"968","36047089200","35620"
"969","36047113200","35620"
"970","36047114202","35620"
"971","36047116800","35620"
"972","36047118800","35620"
"973","48139060500","19100"
"974","39045032100","18140"
"975","37021000800","11700"
"976","37021000300","11700"
"977","29145020100","27900"
"978","37023021302","25860"
"979","36059519802","35620"
"980","36059414800","35620"
"981","36059407600","35620"
"982","36059519704","35620"
"983","36059407401","35620"
"984","36059411800","35620"
"985","36059409000","35620"
"986","36059409100","35620"
"987","36059521602","35620"
"988","36059518700","35620"
"989","36059406100","35620"
"990","36059303301","35620"
"991","36059302600","35620"
"992","36059301700","35620"
"993","36059301200","35620"
"994","36059404901","35620"
"995","34025805900","35620"
"996","34025805400","35620"
"997","34025807800","35620"
"998","34025810001","35620"
"999","34025810402","35620"
"1000","37025040800","16740"
"1001","33017080500","14460"
"1002","33017084100","14460"
"1003","48167720800","26420"
"1004","48167724400","26420"
"1005","48167724600","26420"
"1006","27123031600","33460"
"1007","27123032500","33460"
"1008","27123033400","33460"
"1009","27123032700","33460"
"1010","27123042301","33460"
"1011","27123040704","33460"
"1012","27123042001","33460"
"1013","05045030502","30780"
"1014","31153010107","36540"
"1015","37027031403","25860"
"1016","36081005300","35620"
"1017","36081006100","35620"
"1018","36081007500","35620"
"1019","36081018200","35620"
"1020","36081008800","35620"
"1021","36081011400","35620"
"1022","36081014500","35620"
"1023","36081015100","35620"
"1024","36081001600","35620"
"1025","36081003900","35620"
"1026","36081033900","35620"
"1027","36081020200","35620"
"1028","36081024000","35620"
"1029","36081026200","35620"
"1030","36081028000","35620"
"1031","36081050700","35620"
"1032","36081051300","35620"
"1033","36081052800","35620"
"1034","36081037900","35620"
"1035","36081041500","35620"
"1036","36081045900","35620"
"1037","36081047600","35620"
"1038","36081050600","35620"
"1039","36081060300","35620"
"1040","36081061200","35620"
"1041","36081063900","35620"
"1042","36081066100","35620"
"1043","36081056200","35620"
"1044","36081056500","35620"
"1045","36081091602","35620"
"1046","36081093800","35620"
"1047","36081071900","35620"
"1048","36081079000","35620"
"1049","36081085700","35620"
"1050","36081143500","35620"
"1051","36081102900","35620"
"1052","36081115500","35620"
"1053","36081118900","35620"
"1054","36081144700","35620"
"1055","36081157901","35620"
"1056","48175960200","47020"
"1057","37191001900","24140"
"1058","05053470300","30780"
"1059","33015103100","14460"
"1060","33015051000","14460"
"1061","33015100302","14460"
"1062","36083040300","10580"
"1063","36083052602","10580"
"1064","34033021101","37980"
"1065","34033020200","37980"
"1066","38035010801","24220"
"1067","36085006400","35620"
"1068","36085013800","35620"
"1069","36085027301","35620"
"1070","34035053705","35620"
"1071","34035051700","35620"
"1072","34035050200","35620"
"1073","36111951700","28740"
"1074","36111952000","28740"
"1075","42129804400","38300"
"1076","42129801600","38300"
"1077","42129806700","38300"
"1078","42129803000","38300"
"1079","34039030600","35620"
"1080","34039031700","35620"
"1081","34039034700","35620"
"1082","34039032500","35620"
"1083","34039033300","35620"
"1084","51510200201","47900"
"1085","51510200801","47900"
"1086","51510202002","47900"
"1087","37067001800","49180"
"1088","37067003909","49180"
"1089","31055005000","36540"
"1090","31055005500","36540"
"1091","31055007431","36540"
"1092","31055006603","36540"
"1093","31055007444","36540"
"1094","31055007429","36540"
"1095","31055007447","36540"
"1096","31055001900","36540"
"1097","31055003600","36540"
"1098","42133023821","49620"
"1099","42133010220","49620"
"1100","42133001600","49620"
"1101","05069001000","38220"
"1102","42133000300","49620"
"1103","05069001402","38220"
"1104","42133022000","49620"
"1105","34007603100","37980"
"1106","34007603505","37980"
"1107","34007604200","37980"
"1108","37071032302","16740"
"1109","34007606400","37980"
"1110","34007600900","37980"
"1111","51540000202","16820"
"1112","51570830300","40060"
"1113","37081011101","24660"
"1114","37081012607","24660"
"1115","37081012608","24660"
"1116","37081013601","24660"
"1117","37081014408","24660"
"1118","37081010100","24660"
"1119","42003472200","38300"
"1120","42003482500","38300"
"1121","42003560400","38300"
"1122","42003473200","38300"
"1123","42003473500","38300"
"1124","42003191100","38300"
"1125","42003489001","38300"
"1126","42003492700","38300"
"1127","42003100500","38300"
"1128","42003051100","38300"
"1129","42003515100","38300"
"1130","42003040900","38300"
"1131","42003447000","38300"
"1132","42003431400","38300"
"1133","42003428100","38300"
"1134","42003262000","38300"
"1135","37097060400","16740"
"1136","42005951000","38300"
"1137","34001012501","12100"
"1138","05085020400","30780"
"1139","05085020700","30780"
"1140","51610500100","47900"
"1141","05091020600","45500"
"1142","29510101400","41180"
"1143","29510104200","41180"
"1144","29510110400","41180"
"1145","29510114200","41180"
"1146","29510123300","41180"
"1147","29510117400","41180"
"1148","37115010200","11700"
"1149","48201530200","26420"
