"","GEOID","r_stat"
"27452","26163985900","Urban"
"27453","26163985000","Urban"
"27454","26163533900","Urban"
"27455","26163985500","Urban"
"27456","26163511400","Urban"
"27457","26163522400","Urban"
"27458","26163573701","Urban"
"27459","26163573702","Urban"
"27460","26163567202","Urban"
"27461","26099260300","Urban"
"27462","26099260400","Urban"
"27463","26099982300","Urban"
"27464","26099260600","Urban"
"27465","26099260700","Urban"
"27466","26099263700","Urban"
"27467","26099263800","Urban"
"27468","26099263900","Urban"
"27469","26099264000","Urban"
"27470","26099264200","Urban"
"27471","26099250000","Urban"
"27472","26099250200","Urban"
"27473","26099250300","Urban"
"27474","26099250400","Urban"
"27475","26099250500","Urban"
"27476","26099250700","Urban"
"27477","26099250800","Urban"
"27478","26099250900","Urban"
"27479","26099251000","Urban"
"27480","26099261200","Urban"
"27481","26099261500","Urban"
"27482","26099261700","Urban"
"27483","26099261800","Urban"
"27484","26099262000","Urban"
"27485","26099232500","Urban"
"27486","26099233000","Urban"
"27487","26099262100","Urban"
"27488","26099262200","Urban"
"27489","26099262300","Urban"
"27490","26099251100","Urban"
"27491","26099251300","Urban"
"27492","26099268300","Urban"
"27493","26081012608","Urban"
"27494","26163568900","Urban"
"27495","26163517300","Urban"
"27496","26163518900","Urban"
"27497","26163513700","Urban"
"27498","26163505400","Urban"
"27499","26163511300","Urban"
"27500","26161404100","Urban"
"27501","26163508100","Urban"
"27502","26163514200","Urban"
"27503","26163516000","Urban"
"27504","26163522500","Urban"
"27505","26163530900","Urban"
"27506","26163579900","Urban"
"27507","26065006600","Urban"
"27508","26065006800","Urban"
"27509","26065007000","Urban"
"27510","26065001703","Urban"
"27511","26125168700","Urban"
"27512","26049013600","Urban"
"27513","26163568800","Urban"
"27514","26163567201","Urban"
"27515","26163507200","Urban"
"27516","26099251800","Urban"
"27517","26099251400","Urban"
"27518","26099251900","Urban"
"27519","26099252000","Urban"
"27520","26099252100","Urban"
"27521","26099251500","Urban"
"27522","26099251600","Urban"
"27523","26099251700","Urban"
"27524","26099260000","Urban"
"27525","26099260100","Urban"
"27526","26099260200","Urban"
"27527","26099261000","Urban"
"27528","26099261100","Urban"
"27529","26099260900","Urban"
"27530","26099231100","Urban"
"27531","26099231200","Urban"
"27532","26099231400","Urban"
"27533","26099231600","Urban"
"27534","26099231700","Urban"
"27535","26099231800","Urban"
"27536","26099231900","Urban"
"27537","26099232000","Urban"
"27538","26099232200","Urban"
"27539","26099232400","Urban"
"27540","26099232100","Urban"
"27541","26099262400","Urban"
"27542","26099262500","Urban"
"27543","26099262600","Urban"
"27544","26099262700","Urban"
"27545","26099262800","Urban"
"27546","26099263200","Urban"
"27547","26099982200","Urban"
"27548","26099263600","Urban"
"27549","26099263400","Urban"
"27550","26099263500","Urban"
"27551","26163571500","Urban"
"27552","26163571600","Urban"
"27553","26163571700","Urban"
"27554","26163556100","Urban"
"27555","26163571800","Urban"
"27556","26163572200","Urban"
"27557","26163572600","Urban"
"27558","26163572700","Urban"
"27559","26163571900","Urban"
"27560","26163572000","Urban"
"27561","26163572800","Urban"
"27562","26163572900","Urban"
"27563","26163573000","Urban"
"27564","26163573100","Urban"
"27565","26163573300","Urban"
"27566","26163573400","Urban"
"27567","26163556200","Urban"
"27568","26163556300","Urban"
"27569","26163556400","Urban"
"27570","26163556500","Urban"
"27571","26163556600","Urban"
"27572","26163556700","Urban"
"27573","26163556800","Urban"
"27574","26163557100","Urban"
"27575","26163557300","Urban"
"27576","26163557400","Urban"
"27577","26163557500","Urban"
"27578","26163574000","Urban"
"27579","26163574100","Urban"
"27580","26163573600","Urban"
"27581","26163573800","Urban"
"27582","26163557600","Urban"
"27583","26163557700","Urban"
"27584","26163558000","Urban"
"27585","26163558100","Urban"
"27586","26163558200","Urban"
"27587","26163558400","Urban"
"27588","26163558500","Urban"
"27589","26163558800","Urban"
"27590","26163558900","Urban"
"27591","26163574600","Urban"
"27592","26163574700","Urban"
"27593","26163574800","Urban"
"27594","26163574900","Urban"
"27595","26163575000","Urban"
"27596","26163575100","Urban"
"27597","26163559100","Urban"
"27598","26163575500","Urban"
"27599","26163575600","Urban"
"27600","26163534200","Urban"
"27601","26163534300","Urban"
"27602","26163534700","Urban"
"27603","26163535000","Urban"
"27604","26163535200","Urban"
"27605","26163535300","Urban"
"27606","26163535600","Urban"
"27607","26163536100","Urban"
"27608","26163536200","Urban"
"27609","26163536300","Urban"
"27610","26163536400","Urban"
"27611","26163536500","Urban"
"27612","26163536600","Urban"
"27613","26163536700","Urban"
"27614","26125197701","Urban"
"27615","26125197702","Urban"
"27616","26163536800","Urban"
"27617","26163536900","Urban"
"27618","26163537000","Urban"
"27619","26163537100","Urban"
"27620","26163537200","Urban"
"27621","26163537300","Urban"
"27622","26163537500","Urban"
"27623","26163537600","Urban"
"27624","26163537700","Urban"
"27625","26163537800","Urban"
"27626","26163538100","Urban"
"27627","26163538200","Urban"
"27628","26163538300","Urban"
"27629","26081002200","Urban"
"27630","26081002300","Urban"
"27631","26081002400","Urban"
"27632","26081002500","Urban"
"27633","26099262900","Urban"
"27634","26099230800","Urban"
"27635","26099261400","Urban"
"27636","26099267600","Urban"
"27637","26099231500","Urban"
"27638","26099251200","Urban"
"27639","26099250600","Urban"
"27640","26099261900","Urban"
"27641","26077001601","Urban"
"27642","26081012604","Urban"
"27643","26081012703","Urban"
"27644","26081012901","Urban"
"27645","26081012902","Urban"
"27646","26077000100","Urban"
"27647","26081013300","Urban"
"27648","26081013400","Urban"
"27649","26081013500","Urban"
"27650","26081013801","Urban"
"27651","26081013900","Urban"
"27652","26099260800","Urban"
"27653","26099250100","Urban"
"27654","26099230700","Urban"
"27655","26099261300","Urban"
"27656","26025004100","Urban"
"27657","26077000201","Urban"
"27658","26077000202","Urban"
"27659","26077000300","Urban"
"27660","26077001702","Urban"
"27661","26077001801","Urban"
"27662","26077000900","Urban"
"27663","26077001100","Urban"
"27664","26077000500","Urban"
"27665","26025000500","Urban"
"27666","26077001504","Urban"
"27667","26077001603","Urban"
"27668","26077001604","Urban"
"27669","26077001701","Urban"
"27670","26077001200","Urban"
"27671","26161404300","Urban"
"27672","26163985200","Urban"
"27673","26161980101","Urban"
"27674","26161980102","Urban"
"27675","27037060709","Urban"
"27676","27037060716","Urban"
"27677","27037060717","Urban"
"27678","27037060710","Urban"
"27679","27037060711","Urban"
"27680","27037060713","Urban"
"27681","27037060726","Urban"
"27682","27037060727","Urban"
"27683","27037060731","Urban"
"27684","27037060729","Urban"
"27685","27037060742","Urban"
"27686","27037060805","Urban"
"27687","27037060806","Urban"
"27688","27037060811","Urban"
"27689","27037060814","Urban"
"27690","27037060815","Urban"
"27691","27037060725","Urban"
"27692","27037060734","Urban"
"27693","27037060735","Urban"
"27694","27037060737","Urban"
"27695","27037060738","Urban"
"27696","27037060739","Urban"
"27697","27037060822","Urban"
"27698","27037060823","Urban"
"27699","27037060824","Urban"
"27700","27037060816","Urban"
"27701","27053026724","Urban"
"27702","27053026616","Urban"
"27703","27053026617","Urban"
"27704","27053026023","Urban"
"27705","27053026825","Urban"
"27706","27053026515","Urban"
"27707","27053025703","Urban"
"27708","27053026028","Urban"
"27709","27053104002","Urban"
"27710","27053003801","Urban"
"27711","27037060819","Urban"
"27712","27037060732","Urban"
"27713","27123037604","Urban"
"27714","27123034204","Urban"
"27715","27123034203","Urban"
"27716","27123043002","Urban"
"27717","27123043001","Urban"
"27718","27123037603","Urban"
"27719","27053003802","Urban"
"27720","27053126202","Urban"
"27721","27053126102","Urban"
"27722","27053126101","Urban"
"27723","27053104001","Urban"
"27724","27053026824","Urban"
"27725","27053025909","Urban"
"27726","27053025704","Urban"
"27727","27053104902","Urban"
"27728","27053026717","Urban"
"27729","27053026025","Urban"
"27730","27053104801","Urban"
"27731","27053104901","Urban"
"27732","27053026024","Urban"
"27733","27053026027","Urban"
"27734","27053026722","Urban"
"27735","27053026718","Urban"
"27736","27053025908","Urban"
"27737","27053026720","Urban"
"27738","27053026719","Urban"
"27739","27053026615","Urban"
"27740","27053026721","Urban"
"27741","27053026614","Urban"
"27742","27053026026","Urban"
"27743","27053026405","Urban"
"27744","27053026406","Urban"
"27745","27053026828","Urban"
"27746","27053026827","Urban"
"27747","27053126201","Urban"
"27748","27053026725","Urban"
"27749","27053026726","Urban"
"27750","27053126300","Urban"
"27751","27053026826","Urban"
"27752","27053104802","Urban"
"27753","27053026723","Urban"
"27754","27163071024","Urban"
"27755","27163071019","Urban"
"27756","27163071023","Urban"
"27757","27163071021","Urban"
"27758","27163071020","Urban"
"27759","27163071022","Urban"
"27760","27163071025","Urban"
"27761","27003050821","Urban"
"27762","27137003400","Urban"
"27763","27137002600","Urban"
"27764","27137001600","Urban"
"27765","27137003000","Urban"
"27766","27137000500","Urban"
"27767","27137001200","Urban"
"27768","27137001300","Urban"
"27769","27137001800","Urban"
"27770","27137003700","Urban"
"27771","27137000900","Urban"
"27772","27137001000","Urban"
"27773","27053024005","Urban"
"27774","27053125900","Urban"
"27775","27053126000","Urban"
"27776","27003050816","Urban"
"27777","27037060728","Urban"
"27778","27053111100","Urban"
"27779","27053111200","Urban"
"27780","27053111300","Urban"
"27781","27053111400","Urban"
"27782","27053111500","Urban"
"27783","27053111600","Urban"
"27784","27053125500","Urban"
"27785","27053100200","Urban"
"27786","27053100400","Urban"
"27787","27053100500","Urban"
"27788","27053100900","Urban"
"27789","27053102100","Urban"
"27790","27053102600","Urban"
"27791","27053102800","Urban"
"27792","27053103000","Urban"
"27793","27053103100","Urban"
"27794","27053103400","Urban"
"27795","27053103600","Urban"
"27796","27053103700","Urban"
"27797","27053104100","Urban"
"27798","27053104400","Urban"
"27799","27053105100","Urban"
"27800","27053105400","Urban"
"27801","27053105500","Urban"
"27802","27053105700","Urban"
"27803","27053106200","Urban"
"27804","27053106500","Urban"
"27805","27053106600","Urban"
"27806","27053106900","Urban"
"27807","27053107000","Urban"
"27808","27053107400","Urban"
"27809","27053107500","Urban"
"27810","27053107600","Urban"
"27811","27053108700","Urban"
"27812","27053108800","Urban"
"27813","27053108900","Urban"
"27814","27053109000","Urban"
"27815","27053109100","Urban"
"27816","27053108000","Urban"
"27817","27053109300","Urban"
"27818","27053109700","Urban"
"27819","27053109800","Urban"
"27820","27053109900","Urban"
"27821","27053110100","Urban"
"27822","27053110200","Urban"
"27823","27053101200","Urban"
"27824","27053110400","Urban"
"27825","27053110500","Urban"
"27826","27053110800","Urban"
"27827","27053023501","Urban"
"27828","27053023502","Urban"
"27829","27053023600","Urban"
"27830","27053023700","Urban"
"27831","27053023801","Urban"
"27832","27053023802","Urban"
"27833","27053023901","Urban"
"27834","27053025805","Urban"
"27835","27053025905","Urban"
"27836","27053025907","Urban"
"27837","27053023902","Urban"
"27838","27053024003","Urban"
"27839","27053026005","Urban"
"27840","27053026101","Urban"
"27841","27053026201","Urban"
"27842","27053110900","Urban"
"27843","27053026505","Urban"
"27844","27053023100","Urban"
"27845","27053103900","Urban"
"27846","27053026510","Urban"
"27847","27053025803","Urban"
"27848","27053026812","Urban"
"27849","27053026815","Urban"
"27850","27053026816","Urban"
"27851","27053026818","Urban"
"27852","27053026819","Urban"
"27853","27003050829","Urban"
"27854","27003050827","Urban"
"27855","27003050611","Urban"
"27856","27003050828","Urban"
"27857","27003050823","Urban"
"27858","27003050824","Urban"
"27859","27003050612","Urban"
"27860","27003050822","Urban"
"27861","27003050825","Urban"
"27862","27003050826","Urban"
"27863","27053106700","Urban"
"27864","27053009500","Urban"
"27865","27053026712","Urban"
"27866","27053002400","Urban"
"27867","27053106400","Urban"
"27868","27053026205","Urban"
"27869","27053026206","Urban"
"27870","27053026207","Urban"
"27871","27053026208","Urban"
"27872","27053026301","Urban"
"27873","27053026511","Urban"
"27874","27053026302","Urban"
"27875","27053026403","Urban"
"27876","27053026404","Urban"
"27877","27053026507","Urban"
"27878","27053026508","Urban"
"27879","27053026509","Urban"
"27880","27053026605","Urban"
"27881","27053026606","Urban"
"27882","27053026609","Urban"
"27883","27053026610","Urban"
"27884","27053026708","Urban"
"27885","27053026711","Urban"
"27886","27053010700","Urban"
"27887","27053026814","Urban"
"27888","27053101300","Urban"
"27889","27053101900","Urban"
"27890","27053109400","Urban"
"27891","27053000101","Urban"
"27892","27053000102","Urban"
"27893","27053026007","Urban"
"27894","27053026006","Urban"
"27895","27145000602","Urban"
"27896","27053000300","Urban"
"27897","27053000601","Urban"
"27898","27053000603","Urban"
"27899","27053001100","Urban"
"27900","27053001700","Urban"
"27901","27053002200","Urban"
"27902","27145000601","Urban"
"27903","27145000701","Urban"
"27904","27145000801","Urban"
"27905","27145000301","Urban"
"27906","27053003200","Urban"
"27907","27053003300","Urban"
"27908","27053005901","Urban"
"27909","27053005902","Urban"
"27910","27053006800","Urban"
"27911","27053026202","Urban"
"27912","27053023903","Urban"
"27913","27053007700","Urban"
"27914","27053008200","Urban"
"27915","27053008300","Urban"
"27916","27053008400","Urban"
"27917","27053008500","Urban"
"27918","27053009600","Urban"
"27919","27053010600","Urban"
"27920","27053011000","Urban"
"27921","27053011703","Urban"
"27922","27053011704","Urban"
"27923","27053011800","Urban"
"27924","27053011998","Urban"
"27925","27053026013","Urban"
"27926","27145011600","Urban"
"27927","27053025100","Urban"
"27928","27053025201","Urban"
"27929","27053025205","Urban"
"27930","27053012001","Urban"
"27931","27053012003","Urban"
"27932","27053012101","Urban"
"27933","27053026611","Urban"
"27934","27053026707","Urban"
"27935","27003050709","Urban"
"27936","27003050808","Urban"
"27937","27003050807","Urban"
"27938","27145001003","Urban"
"27939","27145000304","Urban"
"27940","27003050711","Urban"
"27941","27003050710","Urban"
"27942","27053110000","Urban"
"27943","27053105600","Urban"
"27944","27003050605","Urban"
"27945","27003050607","Urban"
"27946","27003050608","Urban"
"27947","27003050819","Urban"
"27948","27003050820","Urban"
"27949","27003050818","Urban"
"27950","27003050712","Urban"
"27951","27053025906","Urban"
"27952","27053026706","Urban"
"27953","27053002700","Urban"
"27954","27053102500","Urban"
"27955","27053026514","Urban"
"27956","27053108600","Urban"
"27957","27053100700","Urban"
"27958","27053026809","Urban"
"27959","27053008100","Urban"
"27960","27053025802","Urban"
"27961","27003050609","Urban"
"27962","27137015600","Urban"
"27963","27137015700","Urban"
"27964","27137015800","Urban"
"27965","27053012102","Urban"
"27966","27053026811","Urban"
"27967","27053100800","Urban"
"27968","27053024004","Urban"
"27969","27053025801","Urban"
"27970","27053026015","Urban"
"27971","27053109200","Urban"
"27972","27053007801","Urban"
"27973","27053106000","Urban"
"27974","27053101600","Urban"
"27975","27053101800","Urban"
"27976","27053102000","Urban"
"27977","27123030202","Urban"
"27978","27145000303","Urban"
"27979","27123030500","Urban"
"27980","27123030602","Urban"
"27981","27123030800","Urban"
"27982","27123030900","Urban"
"27983","27123031000","Urban"
"27984","27123031100","Urban"
"27985","27123031200","Urban"
"27986","27123031400","Urban"
"27987","27123031701","Urban"
"27988","27123031702","Urban"
"27989","27123030201","Urban"
"27990","27123034201","Urban"
"27991","27123042800","Urban"
"27992","27123042900","Urban"
"27993","27123031500","Urban"
"27994","27123031600","Urban"
"27995","27123031801","Urban"
"27996","27123031802","Urban"
"27997","27123031900","Urban"
"27998","27123032000","Urban"
"27999","27123032200","Urban"
"28000","27123032300","Urban"
"28001","27123032500","Urban"
"28002","27123032600","Urban"
"28003","27123032700","Urban"
"28004","27123033000","Urban"
"28005","27123033200","Urban"
"28006","27123033300","Urban"
"28007","27123033400","Urban"
"28008","27123033500","Urban"
"28009","27123033600","Urban"
"28010","27123033700","Urban"
"28011","27123033900","Urban"
"28012","27123034000","Urban"
"28013","27053026021","Urban"
"28014","27053026019","Urban"
"28015","27053026104","Urban"
"28016","27053024006","Urban"
"28017","27053026020","Urban"
"28018","27053026823","Urban"
"28019","27053026822","Urban"
"28020","27053026103","Urban"
"28021","27053125800","Urban"
"28022","27053125700","Urban"
"28023","27053125600","Urban"
"28024","27037060834","Urban"
"28025","27037060831","Urban"
"28026","27037060838","Urban"
"28027","27037060751","Urban"
"28028","27037060833","Urban"
"28029","27037060839","Urban"
"28030","27037060754","Urban"
"28031","27037060752","Urban"
"28032","27037060840","Urban"
"28033","27037060753","Urban"
"28034","27037060832","Urban"
"28035","27145000402","Urban"
"28036","27037060841","Urban"
"28037","27037060836","Urban"
"28038","27037060835","Urban"
"28039","27037060837","Urban"
"28040","27037060830","Urban"
"28041","27163071014","Urban"
"28042","27163071001","Urban"
"28043","27163071006","Urban"
"28044","27163071010","Urban"
"28045","27163071011","Urban"
"28046","27163071012","Urban"
"28047","27163071013","Urban"
"28048","27163071016","Urban"
"28049","27037060748","Urban"
"28050","27037060750","Urban"
"28051","27037060743","Urban"
"28052","27037060745","Urban"
"28053","27037060746","Urban"
"28054","27037060829","Urban"
"28055","27037060747","Urban"
"28056","27037060749","Urban"
"28057","27109001601","Urban"
"28058","27109000100","Urban"
"28059","27109000200","Urban"
"28060","27109000300","Urban"
"28061","27109000400","Urban"
"28062","27109000500","Urban"
"28063","27109000600","Urban"
"28064","27109001100","Urban"
"28065","27109001401","Urban"
"28066","27109001501","Urban"
"28067","27109001502","Urban"
"28068","27109001503","Urban"
"28069","27109001602","Urban"
"28070","27109001701","Urban"
"28071","27137002000","Urban"
"28072","27137002400","Urban"
"28073","27137002900","Urban"
"28074","27137003300","Urban"
"28075","27123034400","Urban"
"28076","27123034500","Urban"
"28077","27123034601","Urban"
"28078","27123034602","Urban"
"28079","27123034701","Urban"
"28080","27123035100","Urban"
"28081","27123980000","Urban"
"28082","27123037500","Urban"
"28083","27123037601","Urban"
"28084","27123035200","Urban"
"28085","27123035300","Urban"
"28086","27123035700","Urban"
"28087","27123030100","Urban"
"28088","27123030601","Urban"
"28089","27123031300","Urban"
"28090","27123034900","Urban"
"28091","27123036300","Urban"
"28092","27123032400","Urban"
"28093","27123035500","Urban"
"28094","27123030703","Urban"
"28095","27123030702","Urban"
"28096","27123035000","Urban"
"28097","27123035900","Urban"
"28098","27123036000","Urban"
"28099","27123036100","Urban"
"28100","27123035800","Urban"
"28101","27123036400","Urban"
"28102","27123036600","Urban"
"28103","27123036700","Urban"
"28104","27123036800","Urban"
"28105","27123036900","Urban"
"28106","27123037000","Urban"
"28107","27123037100","Urban"
"28108","27123037200","Urban"
"28109","27123037402","Urban"
"28110","27003050706","Urban"
"28111","27003050602","Urban"
"28112","27137000301","Urban"
"28113","27123034702","Urban"
"28114","27123032100","Urban"
"28115","27123033800","Urban"
"28116","27123030704","Urban"
"28117","27123036500","Urban"
"28118","27123033100","Urban"
"28119","27123030300","Urban"
"28120","27123030400","Urban"
"28121","27123037403","Urban"
"28122","27003050702","Urban"
"28123","27003050704","Urban"
"28124","27003050606","Urban"
"28125","27003050810","Urban"
"28126","27003050811","Urban"
"28127","27003050707","Urban"
"28128","27137002300","Urban"
"28129","27145000401","Urban"
"28130","27053026713","Urban"
"28131","27053026807","Urban"
"28132","27053105204","Urban"
"28133","27053105201","Urban"
"28134","27053025301","Urban"
"28135","27053025302","Urban"
"28136","27053025401","Urban"
"28137","27053025403","Urban"
"28138","27053025601","Urban"
"28139","27053025603","Urban"
"28140","27053025605","Urban"
"28141","27053025702","Urban"
"28142","27037060744","Urban"
"28143","27037060828","Urban"
"28144","27037060714","Urban"
"28145","27037060813","Urban"
"28146","27037060733","Urban"
"28147","27037060721","Urban"
"28148","27037060812","Urban"
"28149","28047002402","Urban"
"28150","28047003211","Urban"
"28151","28047001702","Urban"
"28152","28047002002","Urban"
"28153","28047003210","Urban"
"28154","28047003214","Urban"
"28155","28047001505","Urban"
"28156","28049001000","Urban"
"28157","28049001200","Urban"
"28158","28049002300","Urban"
"28159","28049002500","Urban"
"28160","28049001500","Urban"
"28161","28049001600","Urban"
"28162","28049003200","Urban"
"28163","28049003400","Urban"
"28164","28049003500","Urban"
"28165","28049002200","Urban"
"28166","28049003600","Urban"
"28167","28049000500","Urban"
"28168","28049003700","Urban"
"28169","28049000600","Urban"
"28170","28049000900","Urban"
"28171","28047001506","Urban"
"28172","28047003217","Urban"
"28173","28047001701","Urban"
"28174","28047001503","Urban"
"28175","28047001703","Urban"
"28176","28047002001","Urban"
"28177","28047001504","Urban"
"28178","28047001401","Urban"
"28179","28033070521","Urban"
"28180","28033070422","Urban"
"28181","28033070411","Urban"
"28182","28049000302","Urban"
"28183","28049000301","Urban"
"28184","28049011400","Urban"
"28185","28049002100","Urban"
"28186","28049011500","Urban"
"28187","28047003800","Urban"
"28188","28047003215","Urban"
"28189","28047003212","Urban"
"28190","28047003213","Urban"
"28191","28033070522","Urban"
"28192","28049011600","Urban"
"28193","28049010104","Urban"
"28194","28049011105","Urban"
"28195","28049010103","Urban"
"28196","28049011001","Urban"
"28197","28049003300","Urban"
"28198","28049003800","Urban"
"28199","28049010201","Urban"
"28200","28049000800","Urban"
"28201","28049002700","Urban"
"28202","28049001300","Urban"
"28203","28049010202","Urban"
"28204","28049011101","Urban"
"28205","28049002400","Urban"
"28206","28049003000","Urban"
"28207","28049010102","Urban"
"28208","28049001100","Urban"
"28209","28049000100","Urban"
"28210","28049001400","Urban"
"28211","28049000200","Urban"
"28212","28049010902","Urban"
"28213","28049011002","Urban"
"28214","28047001900","Urban"
"28215","28047002300","Urban"
"28216","28047001600","Urban"
"28217","28047001800","Urban"
"28218","28033070610","Urban"
"28219","28047980000","Urban"
"28220","28049000400","Urban"
"28221","28033070523","Urban"
"28222","28033070635","Urban"
"28223","28033070632","Urban"
"28224","29510108100","Urban"
"28225","29095013707","Urban"
"28226","29095013614","Urban"
"28227","29095013708","Urban"
"28228","29095018101","Urban"
"28229","29095013613","Urban"
"28230","29095014127","Urban"
"28231","29095013418","Urban"
"28232","29095013804","Urban"
"28233","29095011001","Urban"
"28234","29095011502","Urban"
"28235","29095016801","Urban"
"28236","29095011701","Urban"
"28237","29095011501","Urban"
"28238","29095013803","Urban"
"28239","29095011410","Urban"
"28240","29095013706","Urban"
"28241","29095011002","Urban"
"28242","29095011602","Urban"
"28243","29095011702","Urban"
"28244","29095011407","Urban"
"28245","29095015402","Urban"
"28246","29095015401","Urban"
"28247","29095011601","Urban"
"28248","29095013417","Urban"
"28249","29095015701","Urban"
"28250","29095007301","Urban"
"28251","29095011408","Urban"
"28252","29095015702","Urban"
"28253","29095016802","Urban"
"28254","29095007302","Urban"
"28255","29095013705","Urban"
"28256","29095011409","Urban"
"28257","29021000701","Urban"
"28258","29021000702","Urban"
"28259","29077001402","Urban"
"28260","29077001401","Urban"
"28261","29077003003","Urban"
"28262","29077000102","Urban"
"28263","29077000101","Urban"
"28264","29047021214","Urban"
"28265","29047021210","Urban"
"28266","29047021213","Urban"
"28267","29047021211","Urban"
"28268","29047021209","Urban"
"28269","29047021212","Urban"
"28270","29047021313","Urban"
"28271","29047021312","Urban"
"28272","29047021314","Urban"
"28273","29047021311","Urban"
"28274","29097010601","Urban"
"28275","29097010602","Urban"
"28276","29047020604","Urban"
"28277","29047020901","Urban"
"28278","29047021204","Urban"
"28279","29019002100","Urban"
"28280","29510102300","Urban"
"28281","29510102400","Urban"
"28282","29510127700","Urban"
"28283","29510127800","Urban"
"28284","29510103100","Urban"
"28285","29510103400","Urban"
"28286","29510102500","Urban"
"28287","29189211101","Urban"
"28288","29189211301","Urban"
"28289","29019001507","Urban"
"28290","29019001105","Urban"
"28291","29019001505","Urban"
"28292","29019001108","Urban"
"28293","29095000300","Urban"
"28294","29095000800","Urban"
"28295","29095000900","Urban"
"28296","29095000600","Urban"
"28297","29095000700","Urban"
"28298","29095001800","Urban"
"28299","29095001900","Urban"
"28300","29095010600","Urban"
"28301","29095002000","Urban"
"28302","29095002100","Urban"
"28303","29095002200","Urban"
"28304","29095004300","Urban"
"28305","29095004400","Urban"
"28306","29095003400","Urban"
"28307","29095003700","Urban"
"28308","29095004600","Urban"
"28309","29095005100","Urban"
"28310","29095005300","Urban"
"28311","29095005400","Urban"
"28312","29095005500","Urban"
"28313","29095006700","Urban"
"28314","29095006900","Urban"
"28315","29095007100","Urban"
"28316","29095007200","Urban"
"28317","29095011200","Urban"
"28318","29095007400","Urban"
"28319","29095007500","Urban"
"28320","29095007700","Urban"
"28321","29021002400","Urban"
"28322","29021001000","Urban"
"28323","29095007600","Urban"
"28324","29095002300","Urban"
"28325","29095012000","Urban"
"28326","29095009800","Urban"
"28327","29095009900","Urban"
"28328","29095009600","Urban"
"28329","29095010001","Urban"
"28330","29095010002","Urban"
"28331","29095009700","Urban"
"28332","29095010103","Urban"
"28333","29095010105","Urban"
"28334","29189211002","Urban"
"28335","29189211001","Urban"
"28336","29095010203","Urban"
"28337","29095010204","Urban"
"28338","29095010201","Urban"
"28339","29095003800","Urban"
"28340","29095008700","Urban"
"28341","29095011406","Urban"
"28342","29095011800","Urban"
"28343","29095006300","Urban"
"28344","29095012200","Urban"
"28345","29095013003","Urban"
"28346","29095013100","Urban"
"28347","29095013203","Urban"
"28348","29095013801","Urban"
"28349","29095008300","Urban"
"28350","29095012100","Urban"
"28351","29095005602","Urban"
"28352","29095001000","Urban"
"28353","29095001100","Urban"
"28354","29095008100","Urban"
"28355","29095005200","Urban"
"28356","29095005801","Urban"
"28357","29095005601","Urban"
"28358","29095005700","Urban"
"28359","29095006000","Urban"
"28360","29095006100","Urban"
"28361","29095006500","Urban"
"28362","29095006600","Urban"
"28363","29095007802","Urban"
"28364","29095007900","Urban"
"28365","29095008000","Urban"
"28366","29095008200","Urban"
"28367","29095008400","Urban"
"28368","29095008500","Urban"
"28369","29095008600","Urban"
"28370","29095008800","Urban"
"28371","29095009000","Urban"
"28372","29095009100","Urban"
"28373","29095009200","Urban"
"28374","29095009300","Urban"
"28375","29095009400","Urban"
"28376","29095009500","Urban"
"28377","29095010500","Urban"
"28378","29095010702","Urban"
"28379","29095980802","Urban"
"28380","29095011300","Urban"
"28381","29095011405","Urban"
"28382","29095011900","Urban"
"28383","29095012300","Urban"
"28384","29095012400","Urban"
"28385","29095013405","Urban"
"28386","29095013407","Urban"
"28387","29510103700","Urban"
"28388","29510103800","Urban"
"28389","29510104500","Urban"
"28390","29510106100","Urban"
"28391","29510105500","Urban"
"28392","29510105200","Urban"
"28393","29510105300","Urban"
"28394","29510105400","Urban"
"28395","29510104200","Urban"
"28396","29510103600","Urban"
"28397","29510105198","Urban"
"28398","29019001001","Urban"
"28399","29019000200","Urban"
"28400","29510106500","Urban"
"28401","29510106600","Urban"
"28402","29510106300","Urban"
"28403","29510107200","Urban"
"28404","29510106700","Urban"
"28405","29510107400","Urban"
"28406","29510107500","Urban"
"28407","29510107600","Urban"
"28408","29510111100","Urban"
"28409","29510111200","Urban"
"28410","29510111300","Urban"
"28411","29510112200","Urban"
"28412","29510115400","Urban"
"28413","29510115500","Urban"
"28414","29510115600","Urban"
"28415","29510119200","Urban"
"28416","29510119300","Urban"
"28417","29510120200","Urban"
"28418","29510114200","Urban"
"28419","29510114300","Urban"
"28420","29510115100","Urban"
"28421","29510110400","Urban"
"28422","29510110500","Urban"
"28423","29510110100","Urban"
"28424","29510110200","Urban"
"28425","29510112300","Urban"
"28426","29510116100","Urban"
"28427","29510116200","Urban"
"28428","29510116400","Urban"
"28429","29510107300","Urban"
"28430","29510118600","Urban"
"28431","29510113500","Urban"
"28432","29510117100","Urban"
"28433","29510115700","Urban"
"28434","29510121200","Urban"
"28435","29510115200","Urban"
"28436","29510108200","Urban"
"28437","29510108300","Urban"
"28438","29510112400","Urban"
"28439","29510115300","Urban"
"28440","29019000700","Urban"
"28441","29510117200","Urban"
"28442","29510109700","Urban"
"28443","29510106200","Urban"
"28444","29510109600","Urban"
"28445","29510118100","Urban"
"28446","29510117400","Urban"
"28447","29510126700","Urban"
"28448","29510119102","Urban"
"28449","29510126800","Urban"
"28450","29510126900","Urban"
